Type,Air Temperature,Process Temperature,Rotational Speed,Torque,Tool Wear,Target,Failure Type,Temperature Difference,Power
L,297.6,308.3,1742,27.7,13,1,No Failure,10.699999999999989,5053.084225917
L,297.5,308.2,1563,38.2,15,1,No Failure,10.699999999999989,6252.460523883001
M,297.5,308.2,1713,32.2,17,1,No Failure,10.699999999999989,5776.1950781430005
L,297.4,308.1,1474,39.4,20,1,No Failure,10.700000000000045,6081.662603478
M,297.4,308.2,1530,32.6,22,1,No Failure,10.800000000000011,5223.2119398899995
L,297.4,308.2,1471,46.5,25,1,No Failure,10.800000000000011,7162.9883216325
L,297.5,308.3,1388,48.6,27,1,No Failure,10.800000000000011,7064.059569084
M,297.5,308.2,2448,13.8,29,1,No Failure,10.699999999999989,3537.684651312
L,297.5,308.3,1585,32.9,32,1,No Failure,10.800000000000011,5460.7687041075
M,297.5,308.3,1459,45.2,34,1,No Failure,10.800000000000011,6905.932739034
L,297.5,308.3,1544,40.8,37,1,No Failure,10.800000000000011,6596.841910175999
L,297.6,308.3,1617,31.7,39,1,No Failure,10.699999999999989,5367.8194495695
L,297.6,308.3,1595,34.3,41,1,No Failure,10.699999999999989,5729.060716417499
H,297.6,308.3,1400,44.3,43,1,No Failure,10.699999999999989,6494.719205099999
M,297.6,308.4,1611,31.0,48,1,No Failure,10.799999999999955,5229.809284455
M,297.6,308.4,1507,46.0,51,1,No Failure,10.799999999999955,7259.38285611
H,297.5,308.3,1674,30.0,54,1,No Failure,10.800000000000011,5259.026096099999
L,297.6,308.3,1658,34.3,59,1,No Failure,10.699999999999989,5955.349634996999
L,297.6,308.3,1623,36.9,61,1,No Failure,10.699999999999989,6271.5299912684995
M,297.6,308.4,1398,48.9,63,1,No Failure,10.799999999999955,7158.872835261
L,297.6,308.4,1517,34.2,66,1,No Failure,10.799999999999955,5433.007497057
M,297.6,308.3,1467,36.7,68,1,No Failure,10.699999999999989,5637.9964174695
M,297.6,308.3,1567,34.6,71,1,No Failure,10.699999999999989,5677.716620541
M,297.5,308.3,1521,38.2,74,1,No Failure,10.800000000000011,6084.448148961001
L,297.5,308.3,1596,36.8,77,1,No Failure,10.800000000000011,6150.484426464
H,297.6,308.3,1640,30.9,79,1,No Failure,10.699999999999989,5306.77830438
L,297.6,308.3,1438,47.8,84,1,No Failure,10.699999999999989,7198.058967581999
L,297.6,308.4,1407,55.2,86,1,No Failure,10.799999999999955,8133.206379732001
L,297.6,308.4,1353,57.5,88,1,No Failure,10.799999999999955,8146.935139612499
M,297.6,308.5,1552,40.9,90,1,No Failure,10.899999999999977,6647.274944184
M,297.6,308.4,1569,38.3,93,1,No Failure,10.799999999999955,6292.892821288499
L,297.5,308.4,1489,39.5,96,1,No Failure,10.899999999999977,6159.1447502025
H,297.5,308.4,1587,36.1,98,1,No Failure,10.899999999999977,5999.4680677785
M,297.5,308.3,1622,37.2,103,1,No Failure,10.800000000000011,6318.622465092
L,297.5,308.4,1604,38.1,106,1,No Failure,10.899999999999977,6399.675555462
M,297.4,308.3,1405,51.7,108,1,No Failure,10.900000000000034,7606.6859235675
L,297.4,308.3,1412,42.0,111,1,No Failure,10.900000000000034,6210.3003505199995
L,297.4,308.3,1431,43.0,113,1,No Failure,10.900000000000034,6443.720684415
L,297.4,308.2,1533,37.4,115,1,No Failure,10.800000000000011,6004.023377121
M,297.4,308.2,1401,51.9,117,1,No Failure,10.800000000000011,7614.372353584499
M,297.4,308.2,1424,53.9,120,1,No Failure,10.800000000000011,8037.618187367999
L,297.3,308.2,1754,29.4,123,1,No Failure,10.899999999999977,5400.1464379379995
L,297.3,308.2,1754,26.8,125,1,No Failure,10.899999999999977,4922.582467236
L,297.5,308.3,2564,12.8,127,0,Power Failure,10.800000000000011,3436.8185832960003
L,297.5,308.5,1546,40.4,129,1,No Failure,11.0,6540.628345691999
L,297.5,308.5,1335,48.0,131,1,No Failure,11.0,6710.4419004
M,297.5,308.6,1842,27.0,133,1,No Failure,11.100000000000023,5208.132295169999
L,297.5,308.5,1712,26.8,136,1,No Failure,11.0,4804.709911008
M,297.6,308.6,1414,45.4,138,1,No Failure,11.0,6722.547504077999
L,297.6,308.7,1319,50.9,141,1,No Failure,11.099999999999966,7030.580663410499
L,297.7,308.7,1249,60.4,143,1,No Failure,11.0,7900.016429297999
L,297.6,308.7,1455,48.2,145,1,No Failure,11.099999999999966,7344.101137905
M,297.6,308.7,1408,54.8,147,1,No Failure,11.099999999999966,8080.0087441919995
L,297.6,308.7,1460,46.7,150,1,No Failure,11.099999999999966,7140.002335409999
L,297.6,308.6,1491,38.1,152,1,No Failure,11.0,5948.8255942605
M,297.6,308.5,1490,43.4,154,1,No Failure,10.899999999999977,6771.80767683
M,297.5,308.4,1350,52.2,157,1,No Failure,10.899999999999977,7379.60113485
L,297.5,308.4,1528,39.9,160,1,No Failure,10.899999999999977,6384.470247036
L,297.4,308.3,1571,37.7,162,1,No Failure,10.900000000000034,6202.205513458501
L,297.4,308.3,1490,42.6,164,1,No Failure,10.900000000000034,6646.98172887
M,297.4,308.3,1774,28.9,166,1,No Failure,10.900000000000034,5368.835231192999
H,297.4,308.3,1502,43.6,169,1,No Failure,10.900000000000034,6857.803539636
L,297.4,308.4,1392,49.7,174,1,No Failure,11.0,7244.763978312001
L,297.4,308.5,2100,16.9,176,1,No Failure,11.100000000000023,3716.50410495
L,297.5,308.5,1722,30.4,178,1,No Failure,11.0,5481.953510543999
L,297.4,308.6,1678,32.3,180,1,No Failure,11.200000000000045,5675.747889146999
L,297.3,308.6,1273,59.8,182,1,No Failure,11.300000000000011,7971.833237276999
L,297.3,308.6,1297,45.9,184,1,No Failure,11.300000000000011,6234.2078705865
L,297.3,308.5,1350,57.6,186,1,No Failure,11.199999999999989,8143.0081488
L,297.4,308.6,1439,51.9,188,1,No Failure,11.200000000000045,7820.900654395499
M,297.4,308.5,1600,42.1,190,1,No Failure,11.100000000000023,7053.9226968
M,297.4,308.6,1434,44.4,193,1,No Failure,11.200000000000045,6667.464912947999
L,297.4,308.6,1459,41.3,196,1,No Failure,11.200000000000045,6310.066861108499
M,297.5,308.6,1472,44.9,198,1,No Failure,11.100000000000023,6921.221823264
L,297.5,308.7,1429,44.3,201,1,No Failure,11.199999999999989,6629.2526743485
L,297.5,308.6,1388,48.2,203,1,No Failure,11.100000000000023,7005.9191611080005
L,297.4,308.4,1573,34.5,205,1,No Failure,11.0,5682.9840242175
L,297.4,308.4,1588,32.5,207,1,No Failure,11.0,5404.5865555499995
L,297.5,308.4,1511,42.8,209,1,No Failure,10.899999999999977,6772.310331653999
L,297.4,308.5,1495,37.8,211,1,No Failure,11.100000000000023,5917.818074804999
L,297.4,308.4,1394,50.1,213,1,No Failure,11.0,7313.564857347001
L,297.4,308.4,2151,17.7,0,1,No Failure,11.0,3986.9638161884995
M,297.3,308.3,1501,38.2,2,1,No Failure,11.0,6004.442256141
M,297.3,308.3,1301,39.6,5,1,No Failure,11.0,5395.1198896979995
M,297.3,308.3,1657,31.1,8,1,No Failure,11.0,5396.491718488501
L,297.3,308.3,1333,55.2,11,1,No Failure,11.0,7705.447124508
L,297.3,308.3,1484,43.9,13,1,No Failure,11.0,6822.240710837999
L,297.3,308.4,1430,45.7,15,1,No Failure,11.099999999999966,6843.540709005
M,297.3,308.4,1665,28.9,17,1,No Failure,11.099999999999966,5038.9575309675
L,297.4,308.5,1501,44.9,20,1,No Failure,11.100000000000023,7057.577416249499
M,297.5,308.5,1496,42.2,22,1,No Failure,11.0,6611.083796856
M,297.6,308.6,1595,36.9,25,1,No Failure,11.0,6163.3335404025
L,297.5,308.6,1208,62.3,28,1,No Failure,11.100000000000023,7881.041209691999
L,297.5,308.6,1596,37.1,30,1,No Failure,11.100000000000023,6200.624245158
L,297.5,308.5,1446,41.9,32,1,No Failure,11.0,6344.697684087
M,297.6,308.5,1466,39.7,34,1,No Failure,10.899999999999977,6094.710684951
M,297.6,308.5,1848,23.7,37,1,No Failure,10.899999999999977,4586.473941587999
M,297.5,308.5,1484,44.7,40,1,No Failure,11.0,6946.564003974
L,297.4,308.3,1493,41.2,43,1,No Failure,10.900000000000034,6441.479681658
L,297.3,308.3,1504,36.3,45,1,No Failure,11.0,5717.195968176
L,297.3,308.3,1538,38.5,47,1,No Failure,11.0,6200.770852815
L,297.4,308.4,1341,52.2,49,1,No Failure,11.0,7330.403793951
M,297.4,308.3,1535,34.6,51,1,No Failure,10.900000000000034,5561.770907805
L,297.4,308.5,1389,39.2,54,1,No Failure,11.100000000000023,5701.864996044
H,297.5,308.5,1393,46.6,56,1,No Failure,11.0,6797.757232119
L,297.4,308.5,1399,61.5,61,0,Power Failure,11.100000000000023,9009.9306405675
H,297.4,308.5,1469,45.1,63,1,No Failure,11.100000000000023,6937.8827362845
L,297.4,308.4,1582,37.2,68,1,No Failure,11.0,6162.799469652
L,297.5,308.6,1793,26.7,70,1,No Failure,11.100000000000023,5013.2593030905
L,297.5,308.6,1452,39.0,72,1,No Failure,11.100000000000023,5930.07028614
M,297.6,308.7,1376,59.9,74,1,No Failure,11.099999999999966,8631.253534512
L,297.5,308.6,1552,44.9,77,1,No Failure,11.100000000000023,7297.3751832240005
L,297.6,308.7,1622,37.9,79,1,No Failure,11.099999999999966,6437.521274919
M,297.6,308.7,1419,41.7,81,1,No Failure,11.099999999999966,6196.5087587865
H,297.5,308.6,1440,46.1,84,1,No Failure,11.100000000000023,6951.71621592
M,297.4,308.6,1643,31.0,89,1,No Failure,11.200000000000045,5333.691281415
L,297.4,308.7,1510,36.2,92,1,No Failure,11.300000000000011,5724.19124781
L,297.4,308.7,1468,46.6,94,1,No Failure,11.300000000000011,7163.752775844
L,297.4,308.7,1429,57.4,96,1,No Failure,11.300000000000011,8589.596015972998
H,297.3,308.7,1478,47.6,98,1,No Failure,11.399999999999977,7367.327979564
L,297.4,308.6,1276,53.6,103,1,No Failure,11.200000000000045,7162.161035568
L,297.3,308.6,1486,42.6,105,1,No Failure,11.300000000000011,6629.137482618
L,297.4,308.6,1476,42.3,107,1,No Failure,11.200000000000045,6538.156959473999
H,297.3,308.6,1431,42.0,109,1,No Failure,11.300000000000011,6293.86671501
L,297.4,308.7,1402,40.2,114,1,No Failure,11.300000000000011,5902.047279702
L,297.4,308.7,1433,43.4,116,1,No Failure,11.300000000000011,6512.751946910999
L,297.4,308.7,2874,4.2,118,0,Power Failure,11.300000000000011,1264.0512186540002
L,297.3,308.6,1511,35.7,120,1,No Failure,11.300000000000011,5648.8663280385
M,297.3,308.6,1456,42.9,122,1,No Failure,11.300000000000011,6541.047224712
L,297.2,308.5,1550,41.5,125,1,No Failure,11.300000000000011,6736.0982403749995
L,297.2,308.5,2182,16.5,127,1,No Failure,11.300000000000011,3770.225339265
L,297.3,308.7,1619,31.6,129,1,No Failure,11.399999999999977,5357.504553702
M,297.3,308.8,1586,32.7,131,1,No Failure,11.5,5430.996877761
H,297.3,308.8,1499,44.2,134,1,No Failure,11.5,6938.291143329
H,297.3,308.8,1419,42.4,139,1,No Failure,11.5,6300.5268914279995
M,297.4,309.0,1497,41.8,144,1,No Failure,11.600000000000023,6552.796781223
M,297.4,309.0,1520,37.0,147,1,No Failure,11.600000000000023,5889.4390212
L,297.4,309.1,1478,49.8,150,1,No Failure,11.700000000000045,7707.834734921999
L,297.4,309.1,1380,41.1,152,1,No Failure,11.700000000000045,5939.49506409
L,297.4,309.0,1570,37.9,154,1,No Failure,11.600000000000023,6231.139581765
H,297.4,309.0,1468,41.4,156,1,No Failure,11.600000000000023,6364.364054076
L,297.4,309.0,1833,22.6,161,1,No Failure,11.600000000000023,4338.099626679
M,297.4,308.9,1323,57.3,163,1,No Failure,11.5,7938.5847150644995
L,297.4,309.0,1583,32.0,166,1,No Failure,11.600000000000023,5304.68390928
M,297.3,309.0,1556,39.5,168,1,No Failure,11.699999999999989,6436.28558181
L,297.3,309.0,1548,37.4,171,1,No Failure,11.699999999999989,6062.771159675999
L,297.4,309.0,1324,56.9,173,1,No Failure,11.600000000000023,7889.125574777999
L,297.4,309.0,1568,33.7,175,1,No Failure,11.600000000000023,5533.5594058080005
M,297.4,309.0,1685,30.7,177,1,No Failure,11.600000000000023,5417.1005662725
M,297.4,309.1,1582,35.9,180,1,No Failure,11.700000000000045,5947.432821519
M,297.4,309.1,1463,35.0,183,1,No Failure,11.700000000000045,5362.175054775
L,297.4,309.2,1584,42.8,186,1,No Failure,11.800000000000011,7099.496734175999
M,297.5,309.2,1347,55.8,188,1,No Failure,11.699999999999989,7871.009057162999
L,297.4,309.2,1459,37.9,191,1,No Failure,11.800000000000011,5790.5940444555
L,297.4,309.2,1420,45.6,193,1,No Failure,11.800000000000011,6780.81357576
L,297.5,309.3,1404,43.5,195,1,No Failure,11.800000000000011,6395.65431687
L,297.5,309.3,1470,38.8,197,1,No Failure,11.800000000000011,5972.795946179999
L,297.6,309.4,1326,49.8,199,1,No Failure,11.799999999999955,6915.148077474
H,297.5,309.3,1459,49.7,201,1,No Failure,11.800000000000011,7593.4702904865
M,297.5,309.2,1530,40.0,206,1,No Failure,11.699999999999989,6408.8490059999995
L,297.4,309.0,1505,39.2,209,1,No Failure,11.600000000000023,6178.04666598
L,297.5,309.1,1611,30.2,211,1,No Failure,11.600000000000023,5094.846464210999
L,297.5,309.1,1515,35.1,213,1,No Failure,11.600000000000023,5568.6300517575
M,297.5,309.2,1804,27.4,215,1,No Failure,11.699999999999989,5176.255601748
M,297.6,309.3,1464,46.2,218,1,No Failure,11.699999999999989,7082.909124984
L,297.6,309.2,1390,43.3,221,1,No Failure,11.599999999999966,6302.767894184999
M,297.6,309.2,1442,48.1,0,1,No Failure,11.599999999999966,7263.383150750999
M,297.6,309.3,1529,41.9,3,1,No Failure,11.699999999999989,6708.8815760504995
L,297.6,309.3,1610,35.0,6,1,No Failure,11.699999999999989,5900.95819425
L,297.6,309.3,1543,34.3,8,1,No Failure,11.699999999999989,5542.282561399499
H,297.8,309.4,1445,48.2,10,1,No Failure,11.599999999999966,7293.626215995
L,297.7,309.3,1893,24.6,15,1,No Failure,11.600000000000023,4876.568606889
M,297.6,309.3,1415,41.3,17,1,No Failure,11.699999999999989,6119.770122322499
L,297.5,309.3,1564,37.5,20,1,No Failure,11.800000000000011,6141.81363075
L,297.5,309.3,1479,39.4,22,1,No Failure,11.800000000000011,6102.2923952129995
L,297.5,309.2,1426,44.8,24,1,No Failure,11.699999999999989,6690.000604223999
L,297.4,309.2,1428,38.8,26,1,No Failure,11.800000000000011,5802.144633431999
L,297.4,309.2,1620,33.2,28,1,No Failure,11.800000000000011,5632.247302920001
L,297.5,309.2,1715,28.0,30,1,No Failure,11.699999999999989,5028.6426351
L,297.5,309.3,1732,29.9,32,1,No Failure,11.800000000000011,5423.101008233999
M,297.5,309.4,1391,58.2,34,1,No Failure,11.899999999999977,8477.713429731
L,297.6,309.5,1924,20.6,37,1,No Failure,11.899999999999977,4150.504657572
M,297.7,309.5,2027,19.8,39,1,No Failure,11.800000000000011,4202.885479023
L,297.6,309.5,1617,36.2,42,1,No Failure,11.899999999999977,6129.812746827
L,297.5,309.4,1497,35.8,44,1,No Failure,11.899999999999977,5612.203941813
M,297.5,309.5,1448,43.7,46,1,No Failure,12.0,6626.414768988
L,297.4,309.4,1401,45.9,49,1,No Failure,12.0,6734.0980930545
L,297.4,309.4,1620,35.4,51,1,No Failure,12.0,6005.46850974
L,297.4,309.4,1466,45.5,53,1,No Failure,12.0,6985.121817765
L,297.6,309.5,1373,50.6,55,1,No Failure,11.899999999999977,7275.279314919
M,297.6,309.6,1592,35.8,57,1,No Failure,12.0,5968.355828568
M,297.5,309.5,1553,42.4,60,1,No Failure,12.0,6895.502651436
L,297.6,309.5,1569,36.2,63,1,No Failure,11.899999999999977,5947.851700539
M,297.6,309.5,1709,32.2,65,1,No Failure,11.899999999999977,5762.707173699
L,297.6,309.5,1549,34.9,68,1,No Failure,11.899999999999977,5661.160427275499
L,297.5,309.4,1443,45.4,70,1,No Failure,11.899999999999977,6860.421533510999
L,297.5,309.3,1675,29.8,72,1,No Failure,11.800000000000011,5227.086570825
L,297.5,309.3,1623,33.4,74,1,No Failure,11.800000000000011,5676.669422991
H,297.4,309.3,1365,52.4,76,1,No Failure,11.900000000000034,7490.18519613
L,297.4,309.3,1759,24.8,81,1,No Failure,11.900000000000034,4568.210816316
H,297.4,309.3,1516,43.0,83,1,No Failure,11.900000000000034,6826.47138894
M,297.4,309.3,1499,36.8,88,1,No Failure,11.900000000000034,5776.676789016
M,297.4,309.3,1775,25.8,91,1,No Failure,11.900000000000034,4795.6411802249995
L,297.4,309.4,1473,45.5,94,1,No Failure,12.0,7018.4750597325
L,297.4,309.4,1296,52.3,96,1,No Failure,12.0,7097.988769704
L,297.5,309.4,1803,24.7,98,1,No Failure,11.899999999999977,4663.6000411455
H,297.5,309.3,1563,36.1,100,1,No Failure,11.800000000000011,5908.738872046501
M,297.5,309.4,1831,26.6,105,1,No Failure,11.899999999999977,5100.333779373001
L,297.6,309.4,1958,22.1,108,1,No Failure,11.799999999999955,4531.412294409
L,297.5,309.4,1809,24.3,110,1,No Failure,11.899999999999977,4603.3442941185
M,297.5,309.4,1482,39.3,112,1,No Failure,11.899999999999977,6099.150802563
L,297.4,309.3,1332,53.2,115,1,No Failure,11.900000000000034,7420.693166712001
L,297.4,309.2,1437,40.4,117,1,No Failure,11.800000000000011,6079.484432574
L,297.4,309.2,1698,29.4,119,1,No Failure,11.800000000000011,5227.735833305999
L,297.4,309.2,1274,54.3,121,1,No Failure,11.800000000000011,7244.324155341
M,297.4,309.3,1622,35.0,123,1,No Failure,11.900000000000034,5944.94049135
M,297.4,309.3,1564,36.0,126,1,No Failure,11.900000000000034,5896.14108552
H,297.5,309.4,1368,45.3,129,1,No Failure,11.899999999999977,6489.525105251999
M,297.4,309.4,1539,42.2,134,1,No Failure,12.0,6801.108264279
L,297.5,309.4,1357,50.1,137,1,No Failure,11.899999999999977,7119.4458475035
M,297.5,309.4,1433,48.3,139,1,No Failure,11.899999999999977,7248.062650594499
L,297.5,309.4,1650,34.6,142,1,No Failure,11.899999999999977,5978.45081295
L,297.5,309.4,1503,40.6,144,1,No Failure,11.899999999999977,6390.187945659
L,297.5,309.4,1318,58.2,146,1,No Failure,11.899999999999977,8032.801078638
M,297.5,309.4,1678,34.4,148,1,No Failure,11.899999999999977,6044.759361816
L,297.6,309.5,1574,30.9,151,1,No Failure,11.899999999999977,5093.212836033
L,297.7,309.6,1529,35.2,153,1,No Failure,11.900000000000034,5636.100989904
H,297.6,309.6,1669,32.1,155,1,No Failure,12.0,5610.3504021495
H,297.7,309.7,1570,35.8,160,1,No Failure,12.0,5885.878549529999
M,297.6,309.7,1541,33.7,165,1,No Failure,12.099999999999966,5438.2749007335005
M,297.7,309.7,1680,30.2,168,1,No Failure,12.0,5313.06148968
L,297.8,309.7,1935,22.1,171,1,No Failure,11.899999999999977,4478.1832429425
M,297.7,309.6,1596,35.2,173,1,No Failure,11.900000000000034,5883.072060096
L,297.7,309.7,1498,41.0,176,1,No Failure,12.0,6431.67791259
M,297.8,309.8,1676,29.0,178,1,No Failure,12.0,5089.79897202
L,297.8,309.9,1351,49.0,181,1,No Failure,12.099999999999966,6932.343061245
L,297.9,309.9,1472,45.0,183,1,No Failure,12.0,6936.6365712
M,297.9,310.0,1439,41.7,185,1,No Failure,12.100000000000023,6283.8450344565
M,297.9,309.9,1410,55.4,188,1,No Failure,12.0,8180.07894207
H,297.7,309.7,1440,51.1,191,1,No Failure,12.0,7705.69845192
L,297.7,309.7,1591,37.7,196,1,No Failure,12.0,6281.1642087285
L,297.8,309.8,1533,36.8,198,1,No Failure,12.0,5907.702146471999
M,297.8,309.7,1700,31.3,200,1,No Failure,11.899999999999977,5572.13816355
M,297.8,309.8,1798,25.5,203,1,No Failure,12.0,4801.296046995
L,297.8,309.7,1394,42.9,206,1,No Failure,11.899999999999977,6262.513620363
L,297.8,309.7,1341,49.2,208,1,No Failure,11.899999999999977,6909.116219586
H,297.7,309.6,1697,32.2,210,1,No Failure,11.900000000000034,5722.243460367
H,297.6,309.6,1419,48.2,215,1,No Failure,12.0,7162.391419029
L,297.6,309.5,2001,20.5,220,1,No Failure,11.899999999999977,4295.6567099775
L,297.6,309.6,1501,49.8,222,0,Overstrain Failure,12.0,7827.780742299
H,297.6,309.5,1623,33.1,224,1,No Failure,11.899999999999977,5625.6813742815
L,297.6,309.4,1628,33.4,229,1,No Failure,11.799999999999955,5694.157622076
L,297.6,309.4,1491,40.2,231,1,No Failure,11.799999999999955,6276.713619141
L,297.5,309.4,1517,36.7,233,1,No Failure,11.899999999999977,5830.1571678945
H,297.5,309.3,1525,41.7,235,1,No Failure,11.800000000000011,6659.391019837501
H,297.5,309.5,1668,27.9,240,1,No Failure,12.0,4873.364182386
L,297.5,309.6,1312,50.7,0,1,No Failure,12.100000000000023,6965.790550992001
H,297.6,309.6,1278,50.4,2,1,No Failure,12.0,6745.125083256
M,297.6,309.6,1330,53.1,7,1,No Failure,12.0,7395.6232573649995
M,297.6,309.6,1530,37.3,10,1,No Failure,12.0,5976.2516980949995
H,297.6,309.6,1428,46.6,13,1,No Failure,12.0,6968.555152524
L,297.7,309.6,1480,47.9,18,1,No Failure,11.900000000000034,7423.79287146
H,297.7,309.7,1616,31.1,20,1,No Failure,12.0,5262.963558888
L,297.8,309.7,1547,37.3,25,1,No Failure,11.899999999999977,6042.6544947405
L,297.9,309.7,2194,16.8,27,1,No Failure,11.800000000000011,3859.8863934960004
L,297.9,309.8,2000,21.3,29,1,No Failure,11.900000000000034,4461.061563
L,297.9,309.8,1336,71.6,31,0,Power Failure,11.900000000000034,10017.240435888
L,297.9,309.9,1542,33.8,33,1,No Failure,12.0,5457.951742698
M,297.9,309.8,1693,29.9,35,1,No Failure,11.900000000000034,5300.9873019285
L,297.9,309.8,1461,50.5,38,1,No Failure,11.900000000000034,7726.2758837775
M,298.0,309.9,1565,33.9,40,1,No Failure,11.899999999999977,5555.7495218925
L,298.0,309.9,1403,47.7,43,1,No Failure,11.899999999999977,7008.170635840501
L,298.1,309.9,1629,32.5,45,1,No Failure,11.799999999999955,5544.1256290875
L,298.1,310.0,1534,33.7,47,1,No Failure,11.899999999999977,5413.571510529
L,298.1,310.0,1553,40.9,49,1,No Failure,11.899999999999977,6651.557982163499
L,298.1,309.9,1563,32.8,51,1,No Failure,11.799999999999955,5368.604847731999
L,298.1,309.9,1634,30.0,53,1,No Failure,11.799999999999955,5133.3623901
M,298.0,309.9,1445,45.2,55,1,No Failure,11.899999999999977,6839.66607807
